 startX, startY, startZ, goalX, goalY, goalZ
-4.502,2.51,-0.273,-0.312,6.496,-0.281
-1.503,5.579,-2.713,3.174,0.155,-2.714
-3.483,1.267,-2.724,-1.583,8.847,-2.712
-0.109,-0.097,-2.723,-3.747,8.889,-2.705
-1.955,9.733,-0.284,3.775,7.995,-0.281
-1.116,1.328,-2.733,-4.267,5.461,-2.71
-0.109,-0.097,-2.723,-0.148,8.071,-2.713
-3.806,6.775,-0.277,-4.348,0.866,-0.279
0.675,0.308,-0.281,-4.323,2.824,-0.286
2.308,-0.273,-0.274,-4.323,2.824,-0.286
-3.05,3.917,-0.29,4.026,-0.739,-0.28
-3.811,4.92,-0.278,2.308,-0.273,-0.274
2.87,9.773,-2.693,3.174,2.617,-2.716
0.675,0.308,-0.281,-0.312,6.496,-0.281
-1.116,1.328,-2.733,1.111,8.963,-2.704
-3.483,1.267,-2.724,-0.497,5.948,-2.714
-0.109,-0.097,-2.723,1.111,8.963,-2.704
-3.747,8.889,-2.705,3.174,0.155,-2.714
-0.294,2.108,-0.298,4.026,-0.739,-0.28
-0.312,6.496,-0.281,-4.348,0.866,-0.279
-0.109,-0.097,-2.723,2.476,7.781,-2.697
-3.101,2.911,-0.282,4.026,-0.739,-0.28
-3.756,7.785,-2.7,3.174,2.617,-2.716
-0.385,7.809,-0.264,-4.323,2.824,-0.286
-3.772,6.536,-2.705,2.87,9.773,-2.693
-4.55,0.858,-0.267,4.026,-0.739,-0.28
-2.247,2.89,-2.728,-1.635,8.169,-2.711
-3.772,6.536,-2.705,3.174,2.617,-2.716
-3.53,4.173,-2.711,2.476,7.781,-2.697
-2.247,2.89,-2.728,2.476,7.781,-2.697
-3.806,6.775,-0.277,3.988,1.271,-0.278
-0.109,-0.097,-2.723,2.87,9.773,-2.693
0.675,0.308,-0.281,-0.385,7.809,-0.264
-4.502,2.51,-0.273,-0.385,7.809,-0.264
0.675,0.308,-0.281,-4.432,2.714,-0.284
-4.55,0.858,-0.267,-0.312,6.496,-0.281
-1.524,4.339,-2.718,1.111,8.963,-2.704
-4.502,2.51,-0.273,3.988,1.271,-0.278
0.177,4.137,-2.714,-3.756,7.785,-2.7
-0.344,-0.531,-0.267,-4.323,2.824,-0.286
-1.524,4.339,-2.718,2.87,9.773,-2.693
-0.109,-0.097,-2.723,-3.53,4.173,-2.711
-1.583,8.847,-2.712,2.225,4.701,-2.716
-3.53,4.173,-2.711,-0.148,8.071,-2.713
-0.344,-0.531,-0.267,-4.432,2.714,-0.284
-3.483,1.267,-2.724,3.174,2.617,-2.716
-3.53,4.173,-2.711,2.274,6.008,-2.705
2.308,-0.273,-0.274,-0.291,4.791,-0.283
-1.583,8.847,-2.712,3.174,0.155,-2.714
-0.312,6.496,-0.281,-4.432,2.714,-0.284
-1.524,4.339,-2.718,3.174,0.155,-2.714
-3.747,8.889,-2.705,2.274,6.008,-2.705
-4.267,5.461,-2.71,2.87,9.773,-2.693
-3.483,1.267,-2.724,-3.747,8.889,-2.705
-3.806,6.775,-0.277,4.026,-0.739,-0.28
2.308,-0.273,-0.274,-4.348,0.866,-0.279
2.476,7.781,-2.697,3.174,0.155,-2.714
-3.756,7.785,-2.7,2.225,4.701,-2.716
-3.53,4.173,-2.711,2.528,8.938,-2.697
-0.148,8.071,-2.713,3.174,2.617,-2.716
-0.109,-0.097,-2.723,-1.583,8.847,-2.712
-3.756,7.785,-2.7,1.111,8.963,-2.704
3.988,1.271,-0.278,-4.323,2.824,-0.286
-1.524,4.339,-2.718,2.476,7.781,-2.697
-4.55,0.858,-0.267,-0.385,7.809,-0.264
-3.811,4.92,-0.278,3.988,1.271,-0.278
-3.806,6.775,-0.277,-0.344,-0.531,-0.267
-3.756,7.785,-2.7,2.274,6.008,-2.705
-3.53,4.173,-2.711,3.174,0.155,-2.714
-4.267,5.461,-2.71,2.225,4.701,-2.716
-4.55,0.858,-0.267,0.675,0.308,-0.281
-2.247,2.89,-2.728,1.111,8.963,-2.704
-3.101,2.911,-0.282,1.742,1.282,-0.302
-0.344,-0.531,-0.267,-0.312,6.496,-0.281
-4.267,5.461,-2.71,3.174,2.617,-2.716
-7.446,1.959,-2.797,-15.645,3.551,-0.114
-0.344,8.166,-0.115,-10.429,0.111,-0.115
-0.949,-4.739,-0.152,-14.908,1.85,-0.118
0.425,15.295,-0.133,0.124,1.18,-0.137
-5.844,8.916,-0.123,-13.635,4.143,-0.12
-0.149,11.688,3.396,-3.915,7.721,3.36
-6.782,8.877,-0.124,2.849,1.162,-0.142
-0.795,2.756,-3.569,-6.194,-2.746,-3.571
-11.427,5.562,3.412,-3.432,6.503,3.362
-4.038,6.765,-0.135,-8.056,-2.332,-0.125
-1.706,9.954,-0.113,2.596,3.027,-0.132
-2.682,3.176,-3.573,-3.886,-1.899,-3.567
2.55,4.661,-0.116,-9.737,-1.671,-0.122
0.425,15.295,-0.133,2.175,9.746,-0.127
-11.947,3.729,-0.117,-7.529,-0.143,-0.131
2.712,7.787,-0.123,-8.056,-2.332,-0.125
-1.544,2.87,-0.128,-0.834,-2.604,-0.142
-0.344,8.166,-0.115,-8.056,-2.332,-0.125
0.334,4.579,-0.122,-7.451,3.659,1.628
-2.356,11.484,-0.117,-1.544,2.87,-0.128
-0.066,9.963,3.402,-1.187,3.608,3.416
0.034,2.638,-0.131,-6.707,-2.363,-0.125
-13.635,4.143,-0.12,-7.529,-0.143,-0.131
-5.155,3.986,-0.133,0.948,-1.692,-0.091
-2.582,15.02,-0.14,-4.134,-3.206,-0.15
-9.233,3.77,-1.109,-1.793,8.606,-0.12
-11.19,6.692,-0.125,-2.811,-4.571,-0.146
-4.055,11.664,3.391,-3.95,5.48,3.395
2.21,15.376,-0.13,-5.085,-0.2,-0.125
-9.858,6.958,-0.123,-2.577,13.245,-0.135
-9.16,9.645,3.408,-0.958,6.669,3.359
1.767,-0.231,-3.56,-7.411,0.336,-3.548
0.034,2.638,-0.131,-8.056,-2.332,-0.125
-13.634,5.149,-0.129,-8.056,-2.332,-0.125
2.596,3.027,-0.132,-15.645,3.551,-0.114
-11.427,5.562,3.412,-0.149,11.688,3.396
-2.356,11.484,-0.117,-7.451,3.659,1.628
2.21,15.376,-0.13,-5.155,3.986,-0.133
-11.213,3.754,-0.128,-6.956,14.469,-0.116
0.079,6.224,-0.12,-1.428,-0.362,-0.116
-0.004,-0.075,-3.565,-7.393,5.386,-3.549
0.034,2.638,-0.131,-2.811,-4.571,-0.146
-11.249,5.387,-0.132,0.034,2.638,-0.131
0.334,4.579,-0.122,-13.09,3.604,-0.12
-9.233,3.77,-1.109,-1.444,6.473,-0.125
-13.212,2.773,3.404,-1.187,3.608,3.416
-4.038,6.765,-0.135,-2.356,11.484,-0.117
-2.548,-3.217,-0.141,-11.24,3.701,-0.119
-13.92,5.41,3.414,0.564,7.592,3.371
-9.114,8.457,3.408,-2.132,10.094,3.4
0.425,15.295,-0.133,-11.24,3.701,-0.119
-14.46,3.125,3.408,2.664,11.43,3.41
-13.642,6.555,-0.12,-6.649,-3.077,-0.114
-7.348,3.698,-1.876,-13.642,6.555,-0.12
1.911,2.946,-3.565,-10.595,-0.034,-3.557
-4.871,11.585,-0.108,-1.484,4.663,-0.123
-2.356,11.484,-0.117,-0.949,-4.739,-0.152
-1.706,9.954,-0.113,2.383,13.316,-0.127
-15.605,2.14,3.408,-10.018,7.632,3.412
-7.348,3.698,-1.876,-2.577,13.245,-0.135
2.21,15.376,-0.13,-7.417,1.93,0.639
-3.819,11.45,-0.112,-13.505,1.935,-0.118
-6.823,8.025,-0.128,-2.811,-4.571,-0.146
-10.976,6.75,3.41,-3.95,5.48,3.395
-0.103,13.939,-0.14,-7.451,3.659,1.628
-5.195,13.441,-0.122,-13.642,6.555,-0.12
-6.865,6.932,-0.129,0.079,6.224,-0.12
0.948,-1.692,-0.091,-9.298,3.777,2.415
0.079,10.4,-0.114,-7.451,3.659,1.628
-11.213,3.754,-0.128,-4.134,-3.206,-0.15
-10.018,7.632,3.412,-1.98,6.572,3.355
-7.446,1.959,-2.797,-6.865,6.932,-0.129
-15.605,2.14,3.408,-10.976,6.75,3.41
-13.505,1.935,-0.118,-9.737,-1.671,-0.122
-4.985,15.271,-0.125,1.083,12.29,-0.127
-13.212,2.773,3.404,-0.958,6.669,3.359
-13.505,1.935,-0.118,-8.056,-2.332,-0.125
-2.356,11.484,-0.117,-1.444,6.473,-0.125
-11.19,2.059,-0.122,-1.428,-0.362,-0.116
0.334,4.579,-0.122,-1.428,-0.362,-0.116
-11.19,6.692,-0.125,-1.428,-0.362,-0.116
-10.465,3.727,-0.13,-4.134,-3.206,-0.15
2.596,3.027,-0.132,-13.635,4.143,-0.12
-13.837,4.691,3.408,-7.597,7.719,3.388
2.596,3.027,-0.132,-3.207,-0.361,-0.116
-0.103,13.939,-0.14,-13.635,4.143,-0.12
-5.844,8.916,-0.123,-11.19,2.059,-0.122
-9.129,9.623,3.409,-3.975,8.48,3.379
-10.465,3.727,-0.13,-6.749,-3.59,-0.107
0.948,-1.692,-0.091,-15.645,3.551,-0.114
-9.1,7.824,3.409,-1.447,3.166,3.41
-11.249,5.387,-0.132,-4.985,15.271,-0.125
-9.233,3.77,-1.109,-0.949,-4.739,-0.152
-5.133,2.567,-0.137,0.934,-3.402,-0.117
-5.844,8.916,-0.123,-13.09,3.604,-0.12
-6.956,14.469,-0.116,-2.969,2.618,-0.133
2.849,1.162,-0.142,-7.451,3.659,1.628
-11.213,3.754,-0.128,-5.16,5.46,-0.127
2.849,1.162,-0.142,-2.969,2.618,-0.133
-10.54,3.833,3.409,-2.91,2.114,3.387
4.981,17.773,-0.394,0.118,8.119,-0.412
-2.478,3.778,-0.361,7.633,10.086,-0.408
-1.091,14.929,-0.383,6.08,5.162,-0.374
7.809,24.525,-0.378,2.228,0.424,-0.366
6.33,23.043,-0.407,2.228,0.424,-0.366
2.086,11.935,-0.392,7.562,11.848,-0.401
1.896,15.658,-0.394,7.071,6.857,-0.388
6.17,19.091,-0.461,5.807,8.17,-0.429
-1.091,14.929,-0.383,7.933,4.126,-0.432
-1.541,-0.256,-0.341,7.994,7.505,-0.407
-0.332,9.494,-4.877,4.927,22.14,-4.826
9.71,22.863,-0.404,8.012,6.628,-0.405
3.798,16.406,-0.4,7.994,7.505,-0.407
-1.081,9.96,-0.405,7.633,10.086,-0.408
-0.198,11.469,-4.879,8.553,21.674,-4.828
3.798,16.406,-0.4,7.071,6.857,-0.388
-0.332,9.494,-4.877,5.251,16.412,-4.878
2.135,5.395,-0.391,8.012,6.628,-0.405
-2.438,14.96,-0.366,7.719,8.152,-0.412
4.981,17.773,-0.394,1.28,7.295,-0.415
-2.438,14.96,-0.366,-0.087,4.25,-0.384
7.786,20.803,-0.444,-0.087,4.25,-0.384
6.33,23.043,-0.407,7.933,4.126,-0.432
1.979,5.616,2.597,4.1,12.017,2.495
4.981,17.773,-0.394,7.994,7.505,-0.407
4.898,21.596,-0.427,6.08,5.162,-0.374
5.251,16.412,-4.878,9.565,22.895,-4.822
-0.126,2.941,-4.866,5.993,15.134,-4.859
7.786,20.803,-0.444,5.664,12.024,-0.412
4.898,21.596,-0.427,3.661,3.752,-0.709
6.17,19.091,-0.461,7.771,0.466,-0.336
-2.664,11.873,-0.378,2.686,0.438,-0.369
9.71,22.863,-0.404,4.01,8.142,-0.431
0.21,13.371,-4.88,5.251,16.412,-4.878
1.832,0.153,-4.864,3.1,9.186,-4.866
1.513,-0.65,-0.352,4.01,8.142,-0.431
9.71,22.863,-0.404,-2.664,11.873,-0.378
-1.154,13.438,-0.39,7.719,8.152,-0.412
2.033,15.598,-4.878,8.184,24.117,-4.816
3.798,16.406,-0.4,6.08,5.162,-0.374
5.384,-0.302,-4.851,5.301,17.956,-4.866
0.647,15.488,-0.395,7.633,10.086,-0.408
2.086,11.935,-0.392,-0.087,4.25,-0.384
0.485,15.341,-4.872,5.95,23.324,-4.814
-0.087,4.25,-0.384,4.187,10.252,-0.423
-0.087,4.25,-0.384,7.958,5.589,-0.456
4.898,21.596,-0.427,4.343,11.908,-0.417
2.086,11.935,-0.392,1.513,-0.65,-0.352
1.896,15.658,-0.394,1.28,7.295,-0.415
0.242,7.691,-4.872,6.162,18.898,-4.868
-1.699,15.365,-4.86,6.087,13.905,-4.856
2.135,5.395,-0.391,7.633,10.086,-0.408
-2.664,11.873,-0.378,-1.332,5.064,-0.383
-2.478,3.778,-0.361,7.771,0.466,-0.336
-1.081,9.96,-0.405,4.343,11.908,-0.417
8.553,21.674,-4.828,6.161,12.192,-4.848
2.099,2.225,-0.387,5.94,9.449,-0.423
-0.126,2.941,-4.866,8.184,24.117,-4.816
1.513,-0.65,-0.352,7.719,8.152,-0.412
-1.964,8.229,-0.398,2.099,2.225,-0.387
-0.075,5.904,-4.863,5.993,15.134,-4.859
5.77,15.8,-0.396,-0.371,14.316,-0.394
0.118,8.119,-0.412,6.473,1.05,-0.36
3.798,16.406,-0.4,2.099,2.225,-0.387
9.71,22.863,-0.404,-2.438,14.96,-0.366
4.981,17.773,-0.394,-1.091,14.929,-0.383
6.17,19.091,-0.461,7.809,24.525,-0.378
2.52,6.846,2.594,4.347,14.311,2.594
-0.198,11.469,-4.879,7.098,9.668,-4.856
7.809,24.525,-0.378,7.071,6.857,-0.388
-2.664,11.873,-0.378,-0.087,4.25,-0.384
-1.03,12.15,-0.386,1.513,-0.65,-0.352
9.71,22.863,-0.404,4.058,0.451,-0.368
-1.154,13.438,-0.39,4.01,8.142,-0.431
6.33,23.043,-0.407,-2.478,3.778,-0.361
-1.964,8.229,-0.398,4.01,8.142,-0.431
1.896,15.658,-0.394,4.187,10.252,-0.423
7.786,20.803,-0.444,-1.964,8.229,-0.398
9.71,22.863,-0.404,3.661,3.752,-0.709
-1.332,5.064,-0.383,7.719,8.152,-0.412
2.122,10.246,-0.407,7.958,5.589,-0.456
1.513,-0.65,-0.352,7.071,6.857,-0.388
5.77,15.8,-0.396,2.135,5.395,-0.391
3.798,16.406,-0.4,-0.156,6.138,-0.396
6.17,19.091,-0.461,7.933,4.126,-0.432
-0.087,4.25,-0.384,6.473,1.05,-0.36
5.77,15.8,-0.396,4.01,8.142,-0.431
8.184,24.117,-4.816,6.087,13.905,-4.856
5.77,15.8,-0.396,-1.091,14.929,-0.383
6.33,23.043,-0.407,2.169,3.33,-0.374
6.17,19.091,-0.461,7.958,5.589,-0.456
5.77,15.8,-0.396,4.898,21.596,-0.427
2.168,8.218,-0.411,4.058,0.451,-0.368
1.513,-0.65,-0.352,7.994,7.505,-0.407
4.898,21.596,-0.427,-1.332,5.064,-0.383
-1.541,-0.256,-0.341,7.633,10.086,-0.408
3.296,15.929,-4.879,3.1,9.186,-4.866
6.33,23.043,-0.407,3.798,16.406,-0.4
-2.438,14.96,-0.366,-1.332,5.064,-0.383
6.17,19.091,-0.461,-1.964,8.229,-0.398
-2.124,-0.11,-0.121,0.184,-5.985,-0.098
-2.124,-0.11,-0.121,-0.998,-6.046,-0.101
-2.124,-0.11,-0.121,-2.272,-5.827,-0.106
0.005,-0.039,-0.117,-0.998,-6.046,-0.101
0.005,-0.039,-0.117,0.184,-5.985,-0.098
0.005,-0.039,-0.117,-2.272,-5.827,-0.106
0.178,-1.958,-0.093,-2.272,-5.827,-0.106
-2.124,-0.11,-0.121,0.049,-3.822,-0.087
0.178,-1.958,-0.093,-0.998,-6.046,-0.101
0.178,-1.958,-0.093,0.184,-5.985,-0.098
0.005,-0.039,-0.117,0.049,-3.822,-0.087
1.814,-8.404,-0.104,2.073,-4.929,-0.103
0.049,-3.822,-0.087,-2.272,-5.827,-0.106
-2.124,-0.11,-0.121,0.178,-1.958,-0.093
1.814,-8.404,-0.104,1.823,-5.509,-0.098
0.184,-5.985,-0.098,-2.272,-5.827,-0.106
0.049,-3.822,-0.087,-0.998,-6.046,-0.101
1.677,-6.165,-0.096,1.814,-8.404,-0.104
0.049,-3.822,-0.087,0.184,-5.985,-0.098
0.005,-0.039,-0.117,-2.124,-0.11,-0.121
0.005,-0.039,-0.117,0.178,-1.958,-0.093
0.178,-1.958,-0.093,0.049,-3.822,-0.087
1.677,-6.165,-0.096,2.073,-4.929,-0.103
-0.998,-6.046,-0.101,-2.272,-5.827,-0.106
0.184,-5.985,-0.098,-0.998,-6.046,-0.101
-0.985,-5.771,-0.101,-2.054,-5.617,-0.106
-2.022,0.199,-0.121,-2.122,-5.693,-0.106
0.443,-1.891,-0.093,0.306,-3.73,-0.087
0.432,0.208,-0.117,0.473,-3.782,-0.087
0.217,-5.771,-0.098,-2.223,-5.763,-0.106
1.79,-6.111,-0.096,1.924,-8.229,-0.104
0.106,0.281,-0.117,-0.756,-5.794,-0.101
2.211,-8.114,-0.104,2.154,-4.578,-0.103
-1.874,0.334,-0.121,0.349,-1.675,-0.093
0.224,0.349,-0.117,0.317,-3.345,-0.087
0.046,0.144,-0.117,-1.699,0.093,-0.121
0.129,-0.006,-0.117,0.675,-1.473,-0.093
0.479,-1.576,-0.093,-2.187,-5.68,-0.106
1.855,-6.142,-0.096,2.306,-8.183,-0.104
0.346,-5.855,-0.098,-2.078,-5.411,-0.106
2.004,-8.398,-0.104,2.222,-5.374,-0.098
0.062,-3.491,-0.087,-0.804,-5.798,-0.101
0.354,-1.683,-0.093,-0.511,-5.99,-0.101
-2.103,0.259,-0.121,-0.669,-5.939,-0.101
1.999,-5.834,-0.096,1.9,-7.963,-0.104
-2.057,0.324,-0.121,0.559,-5.586,-0.098
-2.014,0.349,-0.121,-1.975,-5.654,-0.106
-0.541,-5.836,-0.101,-2.001,-5.523,-0.106
0.361,-3.733,-0.087,-1.976,-5.582,-0.106
2.027,-6.042,-0.096,2.166,-4.873,-0.103
0.184,-1.644,-0.093,0.197,-3.728,-0.087
0.147,0.068,-0.117,0.321,-1.723,-0.093
-1.701,0.384,-0.121,0.209,-5.869,-0.098
0.086,0.396,-0.117,-2.015,0.26,-0.121
0.584,-5.97,-0.098,-2.157,-5.474,-0.106
0.021,0.139,-0.117,0.344,-3.796,-0.087
-2.102,0.087,-0.121,0.384,-3.723,-0.087
-0.781,-5.736,-0.101,-2.126,-5.519,-0.106
0.229,0.064,-0.117,0.262,-3.599,-0.087
1.94,-6.143,-0.096,2.155,-4.704,-0.103
-1.735,0.278,-0.121,-2.02,-5.348,-0.106
0.419,-1.584,-0.093,-1.843,-5.62,-0.106
0.272,-3.464,-0.087,0.188,-5.973,-0.098
-2.073,0.221,-0.121,0.191,-3.721,-0.087
-1.661,0.175,-0.121,0.508,-3.471,-0.087
0.258,0.07,-0.117,0.187,-5.776,-0.098
2.115,-5.826,-0.096,2.235,-7.941,-0.104
2.222,-8.338,-0.104,1.997,-5.405,-0.098
-1.728,0.064,-0.121,-1.987,-5.424,-0.106
-2.021,0.255,-0.121,-1.87,-5.805,-0.106
0.223,0.071,-0.117,0.49,-3.462,-0.087
0.434,-3.656,-0.087,-0.883,-5.733,-0.101
0.653,-5.664,-0.098,-2.078,-5.399,-0.106
0.094,0.351,-0.117,-0.762,-5.917,-0.101
0.669,-1.835,-0.093,0.579,-5.604,-0.098
2.096,-5.934,-0.096,1.877,-8.136,-0.104
0.266,-1.919,-0.093,0.284,-5.77,-0.098
1.721,-5.807,-0.096,2.124,-4.841,-0.103
0.448,0.452,-0.117,-0.671,-5.807,-0.101
1.956,-6.074,-0.096,2.071,-8.1,-0.104
0.167,0.455,-0.117,0.547,-3.409,-0.087
2.044,-5.727,-0.096,2.29,-7.978,-0.104
0.215,-1.647,-0.093,-2.095,-5.744,-0.106
0.418,0.224,-0.117,-1.892,0.134,-0.121
1.878,-5.946,-0.096,1.822,-7.958,-0.104
0.236,-3.774,-0.087,0.283,-5.514,-0.098
0.543,-1.895,-0.093,0.31,-5.545,-0.098
1.958,-7.921,-0.104,2.157,-5.257,-0.098
-1.955,0.366,-0.121,-1.925,-5.56,-0.106
0.129,0.432,-0.117,-1.846,0.068,-0.121
0.176,-3.695,-0.087,-2.186,-5.654,-0.106
0.037,0.01,-0.117,0.298,-3.787,-0.087
0.152,-3.59,-0.087,0.392,-5.84,-0.098
-2.018,0.03,-0.121,0.108,-3.477,-0.087
0.334,-1.518,-0.093,0.377,-5.68,-0.098
0.168,0.426,-0.117,-1.847,-5.406,-0.106
0.18,-1.712,-0.093,-1.803,-5.76,-0.106
0.258,0.3,-0.117,-2.105,-5.674,-0.106
-2.108,0.282,-0.121,-0.783,-5.732,-0.101
0.054,0.413,-0.117,-1.713,0.077,-0.121
-0.1,0.087,-2.696,-4.507,4.216,-2.523
-1.191,3.486,-0.38,-3.741,-1.015,-0.381
-0.1,0.087,-2.696,-5.212,3.692,-2.707
-1.239,4.191,-0.381,-8.13,3.345,-0.38
-1.239,4.191,-0.381,-6.4,0.647,-0.385
-1.185,2.58,-0.385,-10.68,3.184,-0.418
0.335,-0.191,-0.377,-10.68,3.184,-0.418
0.188,2.143,-0.377,-9.018,0.542,-0.365
-1.12,-0.154,-0.379,-10.68,3.184,-0.418
-2.389,1.216,-0.388,-8.13,3.345,-0.38
0.188,2.143,-0.377,-3.741,-1.015,-0.381
0.188,2.143,-0.377,-6.471,0.597,-0.384
-1.239,4.191,-0.381,-5.223,0.61,-0.389
-1.12,-0.154,-0.379,-6.293,2.92,-0.39
-1.12,-0.154,-0.379,-8.13,3.345,-0.38
0.188,2.143,-0.377,-6.293,2.92,-0.39
-2.389,1.216,-0.388,-10.68,3.184,-0.418
-1.185,2.58,-0.385,-6.471,0.597,-0.384
-3.741,-1.015,-0.381,-10.68,3.184,-0.418
-1.239,4.191,-0.381,-3.741,-1.015,-0.381
0.335,-0.191,-0.377,-9.018,0.542,-0.365
0.188,2.143,-0.377,-9.223,3.075,-0.372
-1.185,2.58,-0.385,-7.804,-0.485,-0.366
-1.191,3.486,-0.38,-6.4,0.647,-0.385
-3.741,-1.015,-0.381,-9.018,0.542,-0.365
-1.185,2.58,-0.385,-6.4,0.647,-0.385
0.335,-0.191,-0.377,-8.13,3.345,-0.38
-2.442,-0.247,-0.377,-7.804,-0.485,-0.366
-1.191,3.486,-0.38,-8.13,3.345,-0.38
-2.389,1.216,-0.388,-9.185,1.953,-0.371
0.335,-0.191,-0.377,-6.471,0.597,-0.384
0.372,0.912,-0.378,-9.223,3.075,-0.372
0.335,-0.191,-0.377,-7.804,-0.485,-0.366
-1.191,3.486,-0.38,-9.018,0.542,-0.365
-2.389,1.216,-0.388,-9.223,3.075,-0.372
-1.239,4.191,-0.381,-6.293,2.92,-0.39
-1.239,4.191,-0.381,-9.185,1.953,-0.371
0.188,2.143,-0.377,-5.223,0.61,-0.389
-1.191,3.486,-0.38,-9.185,1.953,-0.371
0.335,-0.191,-0.377,-4.901,2.496,-0.388
-0.1,0.087,-2.696,-4.309,3.022,-2.723
0.188,2.143,-0.377,-9.185,1.953,-0.371
0.188,2.143,-0.377,-4.901,2.496,-0.388
-1.191,3.486,-0.38,-7.804,-0.485,-0.366
0.372,0.912,-0.378,-5.135,0.609,-0.391
-1.239,4.191,-0.381,-6.471,0.597,-0.384
-2.371,2.622,-0.38,-8.13,3.345,-0.38
-2.442,-0.247,-0.377,-9.223,3.075,-0.372
0.188,2.143,-0.377,-6.4,0.647,-0.385
-4.901,2.496,-0.388,-10.68,3.184,-0.418
-2.32,-0.481,-2.704,-4.507,4.216,-2.523
0.188,2.143,-0.377,-8.13,3.345,-0.38
0.372,0.912,-0.378,-9.185,1.953,-0.371
-1.185,2.58,-0.385,-6.206,1.998,-0.395
-2.32,-0.481,-2.704,-5.212,3.692,-2.707
-1.12,-0.154,-0.379,-7.804,-0.485,-0.366
0.335,-0.191,-0.377,-9.185,1.953,-0.371
0.372,0.912,-0.378,-5.223,0.61,-0.389
0.335,-0.191,-0.377,-6.206,1.998,-0.395
-2.389,1.216,-0.388,-7.804,-0.485,-0.366
-2.442,-0.247,-0.377,-9.185,1.953,-0.371
-1.185,2.58,-0.385,-9.185,1.953,-0.371
-1.191,3.486,-0.38,-9.223,3.075,-0.372
-1.12,-0.154,-0.379,-9.018,0.542,-0.365
0.372,0.912,-0.378,-10.68,3.184,-0.418
-2.371,2.622,-0.38,-10.68,3.184,-0.418
0.372,0.912,-0.378,-6.293,2.92,-0.39
0.335,-0.191,-0.377,-6.4,0.647,-0.385
0.372,0.912,-0.378,-9.018,0.542,-0.365
-2.442,-0.247,-0.377,-10.68,3.184,-0.418
-2.389,1.216,-0.388,-9.018,0.542,-0.365
0.372,0.912,-0.378,-6.206,1.998,-0.395
0.188,2.143,-0.377,-6.206,1.998,-0.395
-3.741,-1.015,-0.381,-9.223,3.075,-0.372
-1.239,4.191,-0.381,-5.135,0.609,-0.391
-1.12,-0.154,-0.379,-6.4,0.647,-0.385
-1.239,4.191,-0.381,-6.206,1.998,-0.395
0.188,2.143,-0.377,-7.804,-0.485,-0.366
0.188,2.143,-0.377,-5.135,0.609,-0.391
-1.185,2.58,-0.385,-9.223,3.075,-0.372
0.335,-0.191,-0.377,-5.135,0.609,-0.391
0.372,0.912,-0.378,-8.13,3.345,-0.38
-2.442,-0.247,-0.377,-9.018,0.542,-0.365
0.335,-0.191,-0.377,-5.223,0.61,-0.389
0.372,0.912,-0.378,-6.471,0.597,-0.384
-1.12,-0.154,-0.379,-6.471,0.597,-0.384
-1.12,-0.154,-0.379,-6.206,1.998,-0.395
-1.239,4.191,-0.381,-10.68,3.184,-0.418
-1.191,3.486,-0.38,-10.68,3.184,-0.418
-1.12,-0.154,-0.379,-9.223,3.075,-0.372
-5.135,0.609,-0.391,-10.68,3.184,-0.418
0.372,0.912,-0.378,-7.804,-0.485,-0.366
-3.741,-1.015,-0.381,-8.13,3.345,-0.38
-1.191,3.486,-0.38,-6.206,1.998,-0.395
-2.371,2.622,-0.38,-9.018,0.542,-0.365
-2.371,2.622,-0.38,-7.804,-0.485,-0.366
-1.185,2.58,-0.385,-9.018,0.542,-0.365
-1.239,4.191,-0.381,-7.804,-0.485,-0.366
0.372,0.912,-0.378,-6.4,0.647,-0.385
-1.185,2.58,-0.385,-8.13,3.345,-0.38
-2.334,-0.978,-0.313,-0.737,-7.316,-0.26
0.785,-2.497,-0.311,-1.103,-8.786,-0.258
0.725,-0.487,-0.309,-0.737,-7.316,-0.26
-1.217,0.022,-0.315,-2.239,-6.217,-0.266
-3.561,-1.699,-0.311,-0.737,-7.316,-0.26
0.785,-2.497,-0.311,-0.737,-7.316,-0.26
-1.15,1.976,-0.216,-1.113,-5.096,-0.261
-1.217,0.022,-0.315,-1.048,-5.956,-0.262
-1.15,1.976,-0.216,-1.048,-5.956,-0.262
-1.025,-3.756,-0.274,-1.103,-8.786,-0.258
-1.15,1.976,-0.216,-0.737,-7.316,-0.26
-1.217,0.022,-0.315,-1.103,-8.786,-0.258
0.725,-0.487,-0.309,-1.103,-8.786,-0.258
0.75,-1.579,-0.311,-0.737,-7.316,-0.26
-2.334,-0.978,-0.313,-1.103,-8.786,-0.258
-1.217,0.022,-0.315,-1.113,-5.096,-0.261
-1.15,1.976,-0.216,-1.103,-8.786,-0.258
0.108,1.14,-0.311,-1.103,-8.786,-0.258
-0.043,-0.066,-0.312,-1.048,-5.956,-0.262
-3.561,-1.699,-0.311,-1.103,-8.786,-0.258
0.75,-1.579,-0.311,-1.103,-8.786,-0.258
-1.217,0.022,-0.315,-0.737,-7.316,-0.26
-1.15,1.976,-0.216,-1.025,-3.756,-0.274
-1.412,0.99,-0.207,-2.239,-6.217,-0.266
-1.15,1.976,-0.216,-2.239,-6.217,-0.266
0.108,1.14,-0.311,-1.025,-3.756,-0.274
0.108,1.14,-0.311,-1.048,-5.956,-0.262
-1.316,0.025,-0.315,-1.103,-8.786,-0.258
-1.194,-2.924,-0.276,-1.103,-8.786,-0.258
